term,week,program,course_code,section_id,n_students,n_pass,avg_score
2024-T3,1,DS,DATA101,DS-001,48,43,97.14
2024-T3,2,DS,DATA101,DS-001,46,43,96.24
2024-T3,3,DS,DATA101,DS-001,48,41,100.0
2024-T3,4,DS,DATA101,DS-001,59,50,97.7
2024-T3,5,DS,DATA101,DS-001,50,43,100.0
2024-T3,6,DS,DATA101,DS-001,51,45,100.0
2024-T3,7,DS,DATA101,DS-001,44,39,100.0
2024-T3,8,DS,DATA101,DS-001,52,43,98.17
2024-T3,9,DS,DATA101,DS-001,57,52,98.9
2024-T3,10,DS,DATA101,DS-001,45,36,100.0
2024-T3,11,DS,DATA101,DS-001,46,43,96.99
2024-T3,12,DS,DATA101,DS-001,53,50,98.36
2024-T3,13,DS,DATA101,DS-001,51,44,100.0
2024-T3,14,DS,DATA101,DS-001,53,49,90.36
2024-T3,15,DS,DATA101,DS-001,56,51,100.0
2024-T3,16,DS,DATA101,DS-001,50,44,88.68
2024-T3,17,DS,DATA101,DS-001,46,34,100.0
2024-T3,18,DS,DATA101,DS-001,47,43,100.0
2024-T3,19,DS,DATA101,DS-001,60,51,98.33
2024-T3,20,DS,DATA101,DS-001,49,41,97.54
2024-T3,1,DS,DATA101,DS-002,28,20,98.94
2024-T3,2,DS,DATA101,DS-002,32,25,98.21
2024-T3,3,DS,DATA101,DS-002,30,26,99.98
2024-T3,4,DS,DATA101,DS-002,31,28,96.03
2024-T3,5,DS,DATA101,DS-002,31,27,97.27
2024-T3,6,DS,DATA101,DS-002,24,14,100.0
2024-T3,7,DS,DATA101,DS-002,33,25,97.97
2024-T3,8,DS,DATA101,DS-002,25,23,90.65
2024-T3,9,DS,DATA101,DS-002,32,29,93.46
2024-T3,10,DS,DATA101,DS-002,26,25,96.36
2024-T3,11,DS,DATA101,DS-002,35,32,93.3
2024-T3,12,DS,DATA101,DS-002,34,31,99.77
2024-T3,13,DS,DATA101,DS-002,28,27,96.17
2024-T3,14,DS,DATA101,DS-002,23,18,98.82
2024-T3,15,DS,DATA101,DS-002,28,24,97.21
2024-T3,16,DS,DATA101,DS-002,31,26,97.51
2024-T3,17,DS,DATA101,DS-002,28,25,100.0
2024-T3,18,DS,DATA101,DS-002,30,25,100.0
2024-T3,19,DS,DATA101,DS-002,26,21,100.0
2024-T3,20,DS,DATA101,DS-002,29,27,100.0
2024-T3,1,DS,DATA101,DS-003,46,38,93.9
2024-T3,2,DS,DATA101,DS-003,45,36,98.99
2024-T3,3,DS,DATA101,DS-003,53,47,98.64
2024-T3,4,DS,DATA101,DS-003,51,44,93.97
2024-T3,5,DS,DATA101,DS-003,53,44,90.94
2024-T3,6,DS,DATA101,DS-003,46,32,89.83
2024-T3,7,DS,DATA101,DS-003,49,37,94.77
2024-T3,8,DS,DATA101,DS-003,50,42,93.12
2024-T3,9,DS,DATA101,DS-003,53,48,100.0
2024-T3,10,DS,DATA101,DS-003,43,34,100.0
2024-T3,11,DS,DATA101,DS-003,50,33,92.88
2024-T3,12,DS,DATA101,DS-003,50,44,100.0
2024-T3,13,DS,DATA101,DS-003,49,41,100.0
2024-T3,14,DS,DATA101,DS-003,59,45,99.51
2024-T3,15,DS,DATA101,DS-003,50,44,100.0
2024-T3,16,DS,DATA101,DS-003,46,35,90.82
2024-T3,17,DS,DATA101,DS-003,43,39,97.86
2024-T3,18,DS,DATA101,DS-003,53,45,95.64
2024-T3,19,DS,DATA101,DS-003,51,42,92.15
2024-T3,20,DS,DATA101,DS-003,46,40,87.5
2024-T3,1,DS,DATA101,DS-004,39,30,93.18
2024-T3,2,DS,DATA101,DS-004,34,28,100.0
2024-T3,3,DS,DATA101,DS-004,32,30,97.95
2024-T3,4,DS,DATA101,DS-004,39,30,99.89
2024-T3,5,DS,DATA101,DS-004,37,30,100.0
2024-T3,6,DS,DATA101,DS-004,36,27,100.0
2024-T3,7,DS,DATA101,DS-004,35,30,100.0
2024-T3,8,DS,DATA101,DS-004,43,38,100.0
2024-T3,9,DS,DATA101,DS-004,42,38,98.55
2024-T3,10,DS,DATA101,DS-004,30,29,100.0
2024-T3,11,DS,DATA101,DS-004,34,32,100.0
2024-T3,12,DS,DATA101,DS-004,39,34,96.15
2024-T3,13,DS,DATA101,DS-004,31,25,99.81
2024-T3,14,DS,DATA101,DS-004,39,34,94.21
2024-T3,15,DS,DATA101,DS-004,42,32,95.9
2024-T3,16,DS,DATA101,DS-004,36,35,98.41
2024-T3,17,DS,DATA101,DS-004,40,34,100.0
2024-T3,18,DS,DATA101,DS-004,42,33,89.39
2024-T3,19,DS,DATA101,DS-004,39,36,100.0
2024-T3,20,DS,DATA101,DS-004,41,37,100.0
2024-T3,1,DS,DATA101,DS-005,60,52,93.35
2024-T3,2,DS,DATA101,DS-005,56,52,92.93
2024-T3,3,DS,DATA101,DS-005,64,56,100.0
2024-T3,4,DS,DATA101,DS-005,58,51,97.66
2024-T3,5,DS,DATA101,DS-005,55,43,99.03
2024-T3,6,DS,DATA101,DS-005,49,43,96.45
2024-T3,7,DS,DATA101,DS-005,55,43,92.75
2024-T3,8,DS,DATA101,DS-005,53,46,100.0
2024-T3,9,DS,DATA101,DS-005,58,51,100.0
2024-T3,10,DS,DATA101,DS-005,59,53,98.45
2024-T3,11,DS,DATA101,DS-005,61,52,100.0
2024-T3,12,DS,DATA101,DS-005,51,47,95.89
2024-T3,13,DS,DATA101,DS-005,54,41,100.0
2024-T3,14,DS,DATA101,DS-005,47,40,97.06
2024-T3,15,DS,DATA101,DS-005,53,46,100.0
2024-T3,16,DS,DATA101,DS-005,52,47,98.19
2024-T3,17,DS,DATA101,DS-005,59,50,99.86
2024-T3,18,DS,DATA101,DS-005,50,44,100.0
2024-T3,19,DS,DATA101,DS-005,57,50,100.0
2024-T3,20,DS,DATA101,DS-005,64,47,100.0
2024-T3,1,DS,DATA101,DS-006,28,26,89.14
2024-T3,2,DS,DATA101,DS-006,28,28,99.24
2024-T3,3,DS,DATA101,DS-006,30,27,100.0
2024-T3,4,DS,DATA101,DS-006,27,23,94.34
2024-T3,5,DS,DATA101,DS-006,25,19,94.19
2024-T3,6,DS,DATA101,DS-006,31,26,99.06
2024-T3,7,DS,DATA101,DS-006,30,26,94.83
2024-T3,8,DS,DATA101,DS-006,27,24,100.0
2024-T3,9,DS,DATA101,DS-006,37,29,94.06
2024-T3,10,DS,DATA101,DS-006,33,27,100.0
2024-T3,11,DS,DATA101,DS-006,31,26,96.53
2024-T3,12,DS,DATA101,DS-006,29,25,93.14
2024-T3,13,DS,DATA101,DS-006,26,23,100.0
2024-T3,14,DS,DATA101,DS-006,37,32,96.92
2024-T3,15,DS,DATA101,DS-006,27,20,99.2
2024-T3,16,DS,DATA101,DS-006,35,31,100.0
2024-T3,17,DS,DATA101,DS-006,35,30,98.15
2024-T3,18,DS,DATA101,DS-006,28,25,100.0
2024-T3,19,DS,DATA101,DS-006,29,25,100.0
2024-T3,20,DS,DATA101,DS-006,34,28,100.0
2024-T3,1,DS,DATA101,DS-007,29,20,99.47
2024-T3,2,DS,DATA101,DS-007,24,24,100.0
2024-T3,3,DS,DATA101,DS-007,27,25,100.0
2024-T3,4,DS,DATA101,DS-007,31,26,94.74
2024-T3,5,DS,DATA101,DS-007,27,24,100.0
2024-T3,6,DS,DATA101,DS-007,27,21,100.0
2024-T3,7,DS,DATA101,DS-007,35,29,95.83
2024-T3,8,DS,DATA101,DS-007,31,27,94.22
2024-T3,9,DS,DATA101,DS-007,31,26,90.2
2024-T3,10,DS,DATA101,DS-007,35,25,99.84
2024-T3,11,DS,DATA101,DS-007,31,25,95.21
2024-T3,12,DS,DATA101,DS-007,31,25,100.0
2024-T3,13,DS,DATA101,DS-007,31,22,100.0
2024-T3,14,DS,DATA101,DS-007,27,23,91.99
2024-T3,15,DS,DATA101,DS-007,23,21,100.0
2024-T3,16,DS,DATA101,DS-007,32,26,96.3
2024-T3,17,DS,DATA101,DS-007,35,26,100.0
2024-T3,18,DS,DATA101,DS-007,31,26,88.04
2024-T3,19,DS,DATA101,DS-007,30,28,100.0
2024-T3,20,DS,DATA101,DS-007,28,26,90.53
2024-T3,1,DS,DATA101,DS-008,57,50,97.69
2024-T3,2,DS,DATA101,DS-008,60,51,90.25
2024-T3,3,DS,DATA101,DS-008,67,62,100.0
2024-T3,4,DS,DATA101,DS-008,69,64,100.0
2024-T3,5,DS,DATA101,DS-008,63,56,97.91
2024-T3,6,DS,DATA101,DS-008,67,58,95.93
2024-T3,7,DS,DATA101,DS-008,66,59,100.0
2024-T3,8,DS,DATA101,DS-008,68,58,100.0
2024-T3,9,DS,DATA101,DS-008,66,60,100.0
2024-T3,10,DS,DATA101,DS-008,67,55,100.0
2024-T3,11,DS,DATA101,DS-008,61,49,97.52
2024-T3,12,DS,DATA101,DS-008,67,59,100.0
2024-T3,13,DS,DATA101,DS-008,72,66,95.97
2024-T3,14,DS,DATA101,DS-008,71,62,95.4
2024-T3,15,DS,DATA101,DS-008,65,56,100.0
2024-T3,16,DS,DATA101,DS-008,67,55,100.0
2024-T3,17,DS,DATA101,DS-008,68,53,91.42
2024-T3,18,DS,DATA101,DS-008,68,55,100.0
2024-T3,19,DS,DATA101,DS-008,68,59,93.84
2024-T3,20,DS,DATA101,DS-008,63,57,95.02
2024-T3,1,DS,DATA101,DS-009,62,48,99.62
2024-T3,2,DS,DATA101,DS-009,55,46,100.0
2024-T3,3,DS,DATA101,DS-009,51,41,100.0
2024-T3,4,DS,DATA101,DS-009,55,45,100.0
2024-T3,5,DS,DATA101,DS-009,57,50,98.94
2024-T3,6,DS,DATA101,DS-009,61,52,100.0
2024-T3,7,DS,DATA101,DS-009,58,49,100.0
2024-T3,8,DS,DATA101,DS-009,56,47,96.14
2024-T3,9,DS,DATA101,DS-009,54,49,99.3
2024-T3,10,DS,DATA101,DS-009,63,54,95.01
2024-T3,11,DS,DATA101,DS-009,55,45,100.0
2024-T3,12,DS,DATA101,DS-009,55,45,97.77
2024-T3,13,DS,DATA101,DS-009,58,45,95.67
2024-T3,14,DS,DATA101,DS-009,53,42,94.9
2024-T3,15,DS,DATA101,DS-009,61,55,100.0
2024-T3,16,DS,DATA101,DS-009,62,53,98.63
2024-T3,17,DS,DATA101,DS-009,66,57,96.48
2024-T3,18,DS,DATA101,DS-009,53,48,94.52
2024-T3,19,DS,DATA101,DS-009,56,43,93.32
2024-T3,20,DS,DATA101,DS-009,64,55,92.32
2024-T3,1,DS,DATA101,DS-010,59,52,97.12
2024-T3,2,DS,DATA101,DS-010,64,52,95.26
2024-T3,3,DS,DATA101,DS-010,67,54,100.0
2024-T3,4,DS,DATA101,DS-010,58,49,92.92
2024-T3,5,DS,DATA101,DS-010,63,48,98.46
2024-T3,6,DS,DATA101,DS-010,67,52,97.35
2024-T3,7,DS,DATA101,DS-010,56,49,100.0
2024-T3,8,DS,DATA101,DS-010,59,54,100.0
2024-T3,9,DS,DATA101,DS-010,62,51,93.36
2024-T3,10,DS,DATA101,DS-010,60,48,89.47
2024-T3,11,DS,DATA101,DS-010,66,58,97.31
2024-T3,12,DS,DATA101,DS-010,65,52,96.67
2024-T3,13,DS,DATA101,DS-010,61,56,100.0
2024-T3,14,DS,DATA101,DS-010,60,52,97.22
2024-T3,15,DS,DATA101,DS-010,64,56,100.0
2024-T3,16,DS,DATA101,DS-010,58,47,97.57
2024-T3,17,DS,DATA101,DS-010,62,56,100.0
2024-T3,18,DS,DATA101,DS-010,70,61,100.0
2024-T3,19,DS,DATA101,DS-010,59,44,98.25
2024-T3,20,DS,DATA101,DS-010,62,45,94.38
2024-T3,1,DS,DATA101,DS-011,64,59,97.28
2024-T3,2,DS,DATA101,DS-011,51,37,98.83
2024-T3,3,DS,DATA101,DS-011,55,46,100.0
2024-T3,4,DS,DATA101,DS-011,66,61,94.28
2024-T3,5,DS,DATA101,DS-011,55,47,97.82
2024-T3,6,DS,DATA101,DS-011,57,49,100.0
2024-T3,7,DS,DATA101,DS-011,55,46,87.94
2024-T3,8,DS,DATA101,DS-011,59,48,99.13
2024-T3,9,DS,DATA101,DS-011,55,45,99.03
2024-T3,10,DS,DATA101,DS-011,58,51,100.0
2024-T3,11,DS,DATA101,DS-011,53,46,100.0
2024-T3,12,DS,DATA101,DS-011,63,47,90.34
2024-T3,13,DS,DATA101,DS-011,55,47,100.0
2024-T3,14,DS,DATA101,DS-011,67,61,93.76
2024-T3,15,DS,DATA101,DS-011,64,53,98.34
2024-T3,16,DS,DATA101,DS-011,54,45,95.55
2024-T3,17,DS,DATA101,DS-011,60,49,98.58
2024-T3,18,DS,DATA101,DS-011,62,49,97.04
2024-T3,19,DS,DATA101,DS-011,56,43,86.62
2024-T3,20,DS,DATA101,DS-011,56,42,96.74
2024-T3,1,DS,DATA101,DS-012,48,40,93.99
2024-T3,2,DS,DATA101,DS-012,49,42,100.0
2024-T3,3,DS,DATA101,DS-012,48,41,96.4
2024-T3,4,DS,DATA101,DS-012,43,36,100.0
2024-T3,5,DS,DATA101,DS-012,47,40,100.0
2024-T3,6,DS,DATA101,DS-012,47,39,92.43
2024-T3,7,DS,DATA101,DS-012,42,36,100.0
2024-T3,8,DS,DATA101,DS-012,47,40,94.89
2024-T3,9,DS,DATA101,DS-012,53,47,93.49
2024-T3,10,DS,DATA101,DS-012,54,49,93.26
2024-T3,11,DS,DATA101,DS-012,50,40,100.0
2024-T3,12,DS,DATA101,DS-012,43,33,99.92
2024-T3,13,DS,DATA101,DS-012,42,34,87.98
2024-T3,14,DS,DATA101,DS-012,41,38,100.0
2024-T3,15,DS,DATA101,DS-012,48,43,96.3
2024-T3,16,DS,DATA101,DS-012,44,37,100.0
2024-T3,17,DS,DATA101,DS-012,49,39,94.19
2024-T3,18,DS,DATA101,DS-012,49,40,95.81
2024-T3,19,DS,DATA101,DS-012,44,36,93.62
2024-T3,20,DS,DATA101,DS-012,46,42,98.16
2024-T3,1,DS,DATA101,DS-013,55,49,100.0
2024-T3,2,DS,DATA101,DS-013,47,39,100.0
2024-T3,3,DS,DATA101,DS-013,39,32,100.0
2024-T3,4,DS,DATA101,DS-013,43,41,93.28
2024-T3,5,DS,DATA101,DS-013,50,41,93.58
2024-T3,6,DS,DATA101,DS-013,54,45,98.47
2024-T3,7,DS,DATA101,DS-013,54,42,93.99
2024-T3,8,DS,DATA101,DS-013,46,43,100.0
2024-T3,9,DS,DATA101,DS-013,50,43,100.0
2024-T3,10,DS,DATA101,DS-013,41,34,96.82
2024-T3,11,DS,DATA101,DS-013,40,36,91.48
2024-T3,12,DS,DATA101,DS-013,47,37,100.0
2024-T3,13,DS,DATA101,DS-013,47,38,92.89
2024-T3,14,DS,DATA101,DS-013,43,33,98.63
2024-T3,15,DS,DATA101,DS-013,44,36,91.47
2024-T3,16,DS,DATA101,DS-013,45,37,100.0
2024-T3,17,DS,DATA101,DS-013,38,33,98.58
2024-T3,18,DS,DATA101,DS-013,46,32,99.51
2024-T3,19,DS,DATA101,DS-013,46,43,90.44
2024-T3,20,DS,DATA101,DS-013,41,37,100.0
2024-T3,1,DS,DATA101,DS-014,46,36,96.51
2024-T3,2,DS,DATA101,DS-014,48,42,100.0
2024-T3,3,DS,DATA101,DS-014,42,38,100.0
2024-T3,4,DS,DATA101,DS-014,39,31,98.22
2024-T3,5,DS,DATA101,DS-014,44,40,96.48
2024-T3,6,DS,DATA101,DS-014,51,42,95.79
2024-T3,7,DS,DATA101,DS-014,37,29,100.0
2024-T3,8,DS,DATA101,DS-014,44,40,92.41
2024-T3,9,DS,DATA101,DS-014,42,33,99.59
2024-T3,10,DS,DATA101,DS-014,42,39,99.85
2024-T3,11,DS,DATA101,DS-014,46,41,96.08
2024-T3,12,DS,DATA101,DS-014,41,31,96.12
2024-T3,13,DS,DATA101,DS-014,42,37,96.74
2024-T3,14,DS,DATA101,DS-014,47,44,100.0
2024-T3,15,DS,DATA101,DS-014,40,33,97.17
2024-T3,16,DS,DATA101,DS-014,36,33,96.83
2024-T3,17,DS,DATA101,DS-014,42,29,93.71
2024-T3,18,DS,DATA101,DS-014,44,35,97.11
2024-T3,19,DS,DATA101,DS-014,40,31,100.0
2024-T3,20,DS,DATA101,DS-014,41,32,88.49
2024-T3,1,DS,DATA101,DS-015,28,24,95.81
2024-T3,2,DS,DATA101,DS-015,25,19,98.54
2024-T3,3,DS,DATA101,DS-015,30,27,100.0
2024-T3,4,DS,DATA101,DS-015,36,31,100.0
2024-T3,5,DS,DATA101,DS-015,33,29,91.72
2024-T3,6,DS,DATA101,DS-015,32,27,100.0
2024-T3,7,DS,DATA101,DS-015,26,24,100.0
2024-T3,8,DS,DATA101,DS-015,23,21,100.0
2024-T3,9,DS,DATA101,DS-015,25,24,100.0
2024-T3,10,DS,DATA101,DS-015,29,23,100.0
2024-T3,11,DS,DATA101,DS-015,23,21,97.56
2024-T3,12,DS,DATA101,DS-015,26,24,99.37
2024-T3,13,DS,DATA101,DS-015,22,20,96.08
2024-T3,14,DS,DATA101,DS-015,32,26,97.39
2024-T3,15,DS,DATA101,DS-015,28,24,97.12
2024-T3,16,DS,DATA101,DS-015,23,21,100.0
2024-T3,17,DS,DATA101,DS-015,32,27,100.0
2024-T3,18,DS,DATA101,DS-015,32,28,97.49
2024-T3,19,DS,DATA101,DS-015,30,28,97.98
2024-T3,20,DS,DATA101,DS-015,32,29,100.0
2024-T3,1,DS,DATA101,DS-016,61,58,100.0
2024-T3,2,DS,DATA101,DS-016,58,50,99.86
2024-T3,3,DS,DATA101,DS-016,53,51,100.0
2024-T3,4,DS,DATA101,DS-016,57,50,99.03
2024-T3,5,DS,DATA101,DS-016,56,49,100.0
2024-T3,6,DS,DATA101,DS-016,64,59,100.0
2024-T3,7,DS,DATA101,DS-016,63,55,98.57
2024-T3,8,DS,DATA101,DS-016,58,55,96.27
2024-T3,9,DS,DATA101,DS-016,64,60,100.0
2024-T3,10,DS,DATA101,DS-016,59,50,95.9
2024-T3,11,DS,DATA101,DS-016,52,44,100.0
2024-T3,12,DS,DATA101,DS-016,62,54,100.0
2024-T3,13,DS,DATA101,DS-016,60,54,100.0
2024-T3,14,DS,DATA101,DS-016,57,50,100.0
2024-T3,15,DS,DATA101,DS-016,57,53,97.71
2024-T3,16,DS,DATA101,DS-016,63,55,100.0
2024-T3,17,DS,DATA101,DS-016,64,57,89.9
2024-T3,18,DS,DATA101,DS-016,64,51,100.0
2024-T3,19,DS,DATA101,DS-016,59,51,98.34
2024-T3,20,DS,DATA101,DS-016,62,55,99.97
2024-T3,1,DS,DATA101,DS-017,38,32,98.06
2024-T3,2,DS,DATA101,DS-017,33,27,97.94
2024-T3,3,DS,DATA101,DS-017,32,31,92.26
2024-T3,4,DS,DATA101,DS-017,33,29,99.96
2024-T3,5,DS,DATA101,DS-017,28,24,100.0
2024-T3,6,DS,DATA101,DS-017,27,23,92.32
2024-T3,7,DS,DATA101,DS-017,39,33,93.55
2024-T3,8,DS,DATA101,DS-017,37,32,98.19
2024-T3,9,DS,DATA101,DS-017,34,30,92.41
2024-T3,10,DS,DATA101,DS-017,30,29,94.02
2024-T3,11,DS,DATA101,DS-017,33,27,100.0
2024-T3,12,DS,DATA101,DS-017,33,30,99.81
2024-T3,13,DS,DATA101,DS-017,33,30,98.06
2024-T3,14,DS,DATA101,DS-017,31,28,92.22
2024-T3,15,DS,DATA101,DS-017,38,34,98.81
2024-T3,16,DS,DATA101,DS-017,38,34,95.1
2024-T3,17,DS,DATA101,DS-017,35,34,91.76
2024-T3,18,DS,DATA101,DS-017,28,21,95.55
2024-T3,19,DS,DATA101,DS-017,31,29,100.0
2024-T3,20,DS,DATA101,DS-017,32,27,94.47
2024-T3,1,DS,DATA101,DS-018,67,59,95.64
2024-T3,2,DS,DATA101,DS-018,59,51,93.9
2024-T3,3,DS,DATA101,DS-018,69,62,95.05
2024-T3,4,DS,DATA101,DS-018,71,65,93.41
2024-T3,5,DS,DATA101,DS-018,65,59,99.46
2024-T3,6,DS,DATA101,DS-018,70,62,100.0
2024-T3,7,DS,DATA101,DS-018,63,54,97.34
2024-T3,8,DS,DATA101,DS-018,73,63,100.0
2024-T3,9,DS,DATA101,DS-018,64,57,90.69
2024-T3,10,DS,DATA101,DS-018,68,54,100.0
2024-T3,11,DS,DATA101,DS-018,68,55,96.08
2024-T3,12,DS,DATA101,DS-018,69,60,96.0
2024-T3,13,DS,DATA101,DS-018,68,51,96.61
2024-T3,14,DS,DATA101,DS-018,62,55,85.8
2024-T3,15,DS,DATA101,DS-018,67,59,94.72
2024-T3,16,DS,DATA101,DS-018,60,53,100.0
2024-T3,17,DS,DATA101,DS-018,70,59,93.56
2024-T3,18,DS,DATA101,DS-018,68,61,91.42
2024-T3,19,DS,DATA101,DS-018,63,55,99.06
2024-T3,20,DS,DATA101,DS-018,76,67,95.6
2024-T3,1,DS,DATA101,DS-019,36,32,99.1
2024-T3,2,DS,DATA101,DS-019,42,40,100.0
2024-T3,3,DS,DATA101,DS-019,39,29,98.71
2024-T3,4,DS,DATA101,DS-019,44,36,96.02
2024-T3,5,DS,DATA101,DS-019,38,33,100.0
2024-T3,6,DS,DATA101,DS-019,35,29,99.32
2024-T3,7,DS,DATA101,DS-019,34,30,97.88
2024-T3,8,DS,DATA101,DS-019,34,27,99.8
2024-T3,9,DS,DATA101,DS-019,35,28,95.19
2024-T3,10,DS,DATA101,DS-019,36,30,87.42
2024-T3,11,DS,DATA101,DS-019,29,25,99.56
2024-T3,12,DS,DATA101,DS-019,39,34,100.0
2024-T3,13,DS,DATA101,DS-019,47,39,100.0
2024-T3,14,DS,DATA101,DS-019,32,28,100.0
2024-T3,15,DS,DATA101,DS-019,39,29,89.07
2024-T3,16,DS,DATA101,DS-019,31,24,93.72
2024-T3,17,DS,DATA101,DS-019,40,36,100.0
2024-T3,18,DS,DATA101,DS-019,31,26,92.96
2024-T3,19,DS,DATA101,DS-019,30,24,92.01
2024-T3,20,DS,DATA101,DS-019,39,30,100.0
2024-T3,1,DS,DATA101,DS-020,38,36,100.0
2024-T3,2,DS,DATA101,DS-020,37,30,99.76
2024-T3,3,DS,DATA101,DS-020,36,30,100.0
2024-T3,4,DS,DATA101,DS-020,23,21,92.07
2024-T3,5,DS,DATA101,DS-020,28,22,97.99
2024-T3,6,DS,DATA101,DS-020,30,25,100.0
2024-T3,7,DS,DATA101,DS-020,35,34,99.37
2024-T3,8,DS,DATA101,DS-020,35,27,100.0
2024-T3,9,DS,DATA101,DS-020,38,32,95.07
2024-T3,10,DS,DATA101,DS-020,43,39,99.23
2024-T3,11,DS,DATA101,DS-020,37,34,95.86
2024-T3,12,DS,DATA101,DS-020,37,33,100.0
2024-T3,13,DS,DATA101,DS-020,36,31,100.0
2024-T3,14,DS,DATA101,DS-020,41,40,100.0
2024-T3,15,DS,DATA101,DS-020,41,35,97.9
2024-T3,16,DS,DATA101,DS-020,38,34,100.0
2024-T3,17,DS,DATA101,DS-020,33,31,100.0
2024-T3,18,DS,DATA101,DS-020,33,30,100.0
2024-T3,19,DS,DATA101,DS-020,39,33,99.55
2024-T3,20,DS,DATA101,DS-020,34,30,100.0
2024-T3,1,DS,DATA101,DS-021,56,52,100.0
2024-T3,2,DS,DATA101,DS-021,62,54,93.5
2024-T3,3,DS,DATA101,DS-021,68,62,100.0
2024-T3,4,DS,DATA101,DS-021,62,46,97.98
2024-T3,5,DS,DATA101,DS-021,64,55,99.65
2024-T3,6,DS,DATA101,DS-021,58,50,95.02
2024-T3,7,DS,DATA101,DS-021,64,55,96.93
2024-T3,8,DS,DATA101,DS-021,61,49,98.21
2024-T3,9,DS,DATA101,DS-021,65,53,99.32
2024-T3,10,DS,DATA101,DS-021,65,61,90.56
2024-T3,11,DS,DATA101,DS-021,62,55,100.0
2024-T3,12,DS,DATA101,DS-021,60,47,96.48
2024-T3,13,DS,DATA101,DS-021,62,48,96.73
2024-T3,14,DS,DATA101,DS-021,66,56,100.0
2024-T3,15,DS,DATA101,DS-021,71,60,88.96
2024-T3,16,DS,DATA101,DS-021,64,53,95.78
2024-T3,17,DS,DATA101,DS-021,60,53,92.2
2024-T3,18,DS,DATA101,DS-021,69,56,100.0
2024-T3,19,DS,DATA101,DS-021,65,55,96.14
2024-T3,20,DS,DATA101,DS-021,63,49,94.68
2024-T3,1,DS,DATA101,DS-022,50,45,99.17
2024-T3,2,DS,DATA101,DS-022,57,53,93.55
2024-T3,3,DS,DATA101,DS-022,53,47,100.0
2024-T3,4,DS,DATA101,DS-022,51,44,99.13
2024-T3,5,DS,DATA101,DS-022,60,53,100.0
2024-T3,6,DS,DATA101,DS-022,52,44,100.0
2024-T3,7,DS,DATA101,DS-022,56,52,99.28
2024-T3,8,DS,DATA101,DS-022,56,47,100.0
2024-T3,9,DS,DATA101,DS-022,52,45,96.37
2024-T3,10,DS,DATA101,DS-022,55,48,100.0
2024-T3,11,DS,DATA101,DS-022,52,47,100.0
2024-T3,12,DS,DATA101,DS-022,56,47,97.93
2024-T3,13,DS,DATA101,DS-022,59,53,95.12
2024-T3,14,DS,DATA101,DS-022,55,43,96.58
2024-T3,15,DS,DATA101,DS-022,59,51,100.0
2024-T3,16,DS,DATA101,DS-022,51,45,100.0
2024-T3,17,DS,DATA101,DS-022,58,52,100.0
2024-T3,18,DS,DATA101,DS-022,59,51,100.0
2024-T3,19,DS,DATA101,DS-022,58,52,91.2
2024-T3,20,DS,DATA101,DS-022,58,47,96.01
2024-T3,1,DS,DATA101,DS-023,28,26,100.0
2024-T3,2,DS,DATA101,DS-023,31,26,100.0
2024-T3,3,DS,DATA101,DS-023,36,31,98.02
2024-T3,4,DS,DATA101,DS-023,32,30,100.0
2024-T3,5,DS,DATA101,DS-023,34,24,96.16
2024-T3,6,DS,DATA101,DS-023,32,27,100.0
2024-T3,7,DS,DATA101,DS-023,37,32,100.0
2024-T3,8,DS,DATA101,DS-023,36,30,98.46
2024-T3,9,DS,DATA101,DS-023,31,21,93.49
2024-T3,10,DS,DATA101,DS-023,29,26,99.4
2024-T3,11,DS,DATA101,DS-023,39,39,96.77
2024-T3,12,DS,DATA101,DS-023,29,25,94.31
2024-T3,13,DS,DATA101,DS-023,31,25,99.69
2024-T3,14,DS,DATA101,DS-023,35,28,99.81
2024-T3,15,DS,DATA101,DS-023,31,24,88.21
2024-T3,16,DS,DATA101,DS-023,33,28,98.12
2024-T3,17,DS,DATA101,DS-023,39,34,95.93
2024-T3,18,DS,DATA101,DS-023,30,25,97.94
2024-T3,19,DS,DATA101,DS-023,32,27,91.24
2024-T3,20,DS,DATA101,DS-023,29,23,100.0
2024-T3,1,DS,DATA101,DS-024,65,52,98.66
2024-T3,2,DS,DATA101,DS-024,63,58,100.0
2024-T3,3,DS,DATA101,DS-024,60,54,99.26
2024-T3,4,DS,DATA101,DS-024,66,57,92.99
2024-T3,5,DS,DATA101,DS-024,61,53,100.0
2024-T3,6,DS,DATA101,DS-024,62,50,97.73
2024-T3,7,DS,DATA101,DS-024,68,55,93.55
2024-T3,8,DS,DATA101,DS-024,61,52,91.69
2024-T3,9,DS,DATA101,DS-024,62,49,93.7
2024-T3,10,DS,DATA101,DS-024,59,51,100.0
2024-T3,11,DS,DATA101,DS-024,65,50,99.02
2024-T3,12,DS,DATA101,DS-024,59,52,94.12
2024-T3,13,DS,DATA101,DS-024,60,49,97.54
2024-T3,14,DS,DATA101,DS-024,61,56,97.67
2024-T3,15,DS,DATA101,DS-024,64,50,98.06
2024-T3,16,DS,DATA101,DS-024,64,49,97.61
2024-T3,17,DS,DATA101,DS-024,64,56,100.0
2024-T3,18,DS,DATA101,DS-024,59,51,98.36
2024-T3,19,DS,DATA101,DS-024,62,48,96.16
2024-T3,20,DS,DATA101,DS-024,69,62,98.83
2024-T3,1,DS,DATA101,DS-025,33,26,100.0
